# schema=shastry-sutherland-full-spin-isotypic-primal-values-v1
# model_mof_sha256=041d82091fdf8be08f6ef549c10b4ac359ced4f3d7048a59ccf94ba0231b13da
# runmeta_sha256=4cc9b50612d9fcc986610c533ea2a2ca5cdb76480f2efb9360ab5c0cdf488bc3
index	name	float64_bits
137	full_spin_isotypic_invariant_moment[137]	0011111100100111110000011001111011011011000111100111100111000011
138	full_spin_isotypic_invariant_moment[138]	0011111100100110001101100111010011111100111000001011100000100101
139	full_spin_isotypic_invariant_moment[139]	0011111100100111110000011001111011011011000110101100011011110001
140	full_spin_isotypic_invariant_moment[140]	0011111100100110001101100111010011111100110111110101010101110000
141	full_spin_isotypic_invariant_moment[141]	0011111101110100001110011001101000110111000010001011010110000100
142	full_spin_isotypic_invariant_moment[142]	0011111101110100000101100010111111010101001100110100101100100000
143	full_spin_isotypic_invariant_moment[143]	0011111101011110011000101000101010110101101111011010111001101100
144	full_spin_isotypic_invariant_moment[144]	0011111101110100000101100010111111010101001100110110000110000111
145	full_spin_isotypic_invariant_moment[145]	0011111101110011001011100100011101111101110011101001001110101011
146	full_spin_isotypic_invariant_moment[146]	0011111101110100000101100010111111010101001100110011111101100111
147	full_spin_isotypic_invariant_moment[147]	0011111101110011001011100100011101111101110011101000101111001001
148	full_spin_isotypic_invariant_moment[148]	0011111100100110001101001000101101100110110001111011110110110101
149	full_spin_isotypic_invariant_moment[149]	0011111100100110000001010111000001011111000110101111000000011111
150	full_spin_isotypic_invariant_moment[150]	1011111011110000001011110001001000110110110110100011010001010000
151	full_spin_isotypic_invariant_moment[151]	0011111100100110000001010111000001011111000101111111111101001000
152	full_spin_isotypic_invariant_moment[152]	0011111100100101100111010101101000011101100000111110100001100100
153	full_spin_isotypic_invariant_moment[153]	0011111100100110000001010111000001011111000101110010011101000001
154	full_spin_isotypic_invariant_moment[154]	0011111100100101100111010101101000011101100000110110110000101111
155	full_spin_isotypic_invariant_moment[155]	1011111100100000010001101111011010001101011110011011111010101101
156	full_spin_isotypic_invariant_moment[156]	1011111100110011001011000011101001011101100010100001100010011111
157	full_spin_isotypic_invariant_moment[157]	1011111100100000010001101111011010001101011110001101000000000001
158	full_spin_isotypic_invariant_moment[158]	0011111100001100001000110011101011010001010101101111100010001110
159	full_spin_isotypic_invariant_moment[159]	1011111100100000010001101111011010001101011110010101000001000000
160	full_spin_isotypic_invariant_moment[160]	0011111100001100001000110011101011010001010101100110000110010100
161	full_spin_isotypic_invariant_moment[161]	1011111011110100001010111100011101111011011011101000111101010101
